user_id,product_id,creator_id,event_type,event_time,signup_date,country,brand,category,price,category_creator,followers,type,order_id,price_override,unnamed:_15,followers_raw,followers_clean,price_raw,is_view,is_click,is_add,is_purchase
126,83,17.0,click,2023-05-01 12:32:00,2023-10-26 09:12:00,Japan,Sony,Toys,138.69,Home,55040,event,,,,55040,55040,138.69,False,True,False,False
143,82,25.0,add_to_cart,2023-07-09 20:54:00,2023-03-24 13:49:00,Germany,Toyota,Toys,482.91,Sports,33527,event,,,,33527,33527,482.91,False,False,True,False
195,80,16.0,purchase,2023-12-29 20:58:00,2023-09-22 18:00:00,Australia,Zara,Fashion,220.57,Books,24206,event,,,,24206,24206,220.57,False,False,False,True
62,42,29.0,purchase,2023-02-03 22:40:00,2023-11-10 09:35:00,India,IKEA,Food,112.89,Beauty,15168,event,,,,15168,15168,112.89,False,False,False,True
177,81,49.0,purchase,2023-07-16 08:13:00,2023-04-03 03:08:00,Brazil,Toyota,Home,368.23,Sports,85080,event,,,,85080,85080,368.23,False,False,False,True
122,41,18.0,view,2023-11-26 15:48:00,2023-03-27 06:57:00,Germany,AmazonBasics,Books,284.16,Sports,4248,event,,,,4248,4248,284.16,True,False,False,False
166,20,22.0,view,2023-02-07 06:05:00,2023-03-27 04:13:00,Canada,Toyota,Food,166.79,Fashion,52,event,,,,52,52,166.79,True,False,False,False
183,57,20.0,purchase,2023-11-27 20:00:00,2023-05-30 10:17:00,China,Gucci,Sports,358.93,Food,97542,event,,,,97542,97542,358.93,False,False,False,True
126,9,38.0,add_to_cart,2023-12-07 13:30:00,2023-10-26 09:12:00,Japan,Lego,Fashion,313.02,Electronics,30831,event,,,,30831,30831,313.02,False,False,True,False
115,61,47.0,add_to_cart,2023-04-12 15:32:00,2023-06-29 12:34:00,Japan,Samsung,Home,55.44,Beauty,37585,event,,,,37585,37585,55.44,False,False,True,False
5,57,37.0,purchase,2023-06-03 05:40:00,2023-04-17 19:27:00,UK,Gucci,Sports,358.93,Electronics,41001,event,,,,41001,41001,358.93,False,False,False,True
24,81,1.0,purchase,2023-01-30 01:47:00,2023-08-22 19:13:00,Brazil,Toyota,Home,368.23,Health,6229,event,,,,6229,6229,368.23,False,False,False,True
76,39,17.0,add_to_cart,2023-10-19 19:50:00,2023-05-21 10:40:00,Australia,Adidas,Health,67.48,Home,55040,event,,,,55040,55040,67.48,False,False,True,False
57,36,42.0,view,2023-10-07 22:29:00,2023-05-14 13:53:00,USA,Samsung,Beauty,0.0,Books,26313,event,,,,26313,26313,,True,False,False,False
104,76,24.0,view,2023-05-05 12:31:00,2023-12-30 18:15:00,Germany,Loreal,Books,480.59,Toys,97345,event,,,,97345,97345,480.59,True,False,False,False
178,8,45.0,purchase,2023-04-04 13:16:00,2023-04-11 14:42:00,France,Toyota,Beauty,68.18,Beauty,37517,event,,,,37517,37517,68.18,False,False,False,True
63,46,16.0,add_to_cart,2023-09-05 12:09:00,2023-06-28 10:09:00,,H&M,Health,0.0,Books,24206,event,,,,24206,24206,,False,False,True,False
79,65,4.0,view,2023-04-19 00:36:00,2023-01-10 15:05:00,Japan,Sony,Health,64.92,Sports,90399,event,,,,90399,90399,64.92,True,False,False,False
170,10,43.0,purchase,2023-01-20 13:18:00,2023-05-02 07:20:00,India,IKEA,Fashion,18.35,Automotive,53227,event,,,,53227,53227,18.35,False,False,False,True
149,40,8.0,click,2023-07-16 20:55:00,2023-07-09 15:48:00,India,Sony,Automotive,336.38,Electronics,52,event,,,,52,52,336.38,False,True,False,False
95,60,30.0,purchase,2023-03-28 11:46:00,2023-11-20 22:28:00,,Apple,Sports,315.48,Sports,51140,event,,,,51140,51140,315.48,False,False,False,True
122,58,20.0,click,2023-02-08 18:59:00,2023-03-27 06:57:00,Germany,Loreal,Food,42.62,Food,97542,event,,,,97542,97542,42.62,False,True,False,False
142,5,11.0,purchase,2023-07-09 20:09:00,2023-03-05 05:00:00,France,Loreal,Sports,205.14,Beauty,82351,event,,,,82351,82351,205.14,False,False,False,True
136,8,26.0,add_to_cart,2023-05-28 01:09:00,2023-01-26 16:55:00,France,Toyota,Beauty,68.18,Fashion,35970,event,,,,35970,35970,68.18,False,False,True,False
89,48,44.0,add_to_cart,2023-06-06 14:48:00,2023-03-12 12:12:00,Germany,Gucci,Beauty,61.69,Health,52,event,,,,52,52,61.69,False,False,True,False
109,37,33.0,add_to_cart,2023-11-14 07:57:00,2023-04-09 14:25:00,China,IKEA,Food,15.09,Health,30154,event,,,,30154,30154,15.09,False,False,True,False
191,10,46.0,add_to_cart,2023-02-04 06:21:00,2023-05-01 11:00:00,Canada,IKEA,Fashion,18.35,Toys,10099,event,,,,10099,10099,18.35,False,False,True,False
141,83,50.0,click,2023-01-31 14:45:00,2023-06-10 19:26:00,Germany,Sony,Toys,138.69,Books,67768,event,,,,67768,67768,138.69,False,True,False,False
85,12,20.0,purchase,2023-06-28 07:04:00,2023-04-23 09:17:00,Japan,Zara,Food,284.37,Food,97542,event,,,,97542,97542,284.37,False,False,False,True
91,79,45.0,add_to_cart,2023-06-22 12:08:00,2023-05-28 15:01:00,USA,Lego,Toys,355.12,Beauty,37517,event,,,,37517,37517,355.12,False,False,True,False
180,77,8.0,view,2023-08-11 04:17:00,2023-06-13 22:48:00,Brazil,Loreal,Health,319.61,Electronics,52,event,,,,52,52,319.61,True,False,False,False
117,65,41.0,view,2023-11-08 13:04:00,2023-04-15 20:05:00,USA,Sony,Health,64.92,Fashion,87511,event,,,,87511,87511,64.92,True,False,False,False
70,50,19.0,view,2023-06-24 00:34:00,2023-04-24 20:37:00,India,Loreal,Food,482.54,Health,24509,event,,,,24509,24509,482.54,True,False,False,False
79,60,24.0,purchase,2023-04-02 04:24:00,2023-01-10 15:05:00,Japan,Apple,Sports,315.48,Toys,97345,event,,,,97345,97345,315.48,False,False,False,True
65,75,40.0,view,2023-11-29 15:59:00,2023-02-18 11:27:00,Germany,Nike,Toys,57.24,Health,4101,event,,,,4101,4101,57.24,True,False,False,False
60,71,15.0,view,2023-07-13 13:56:00,2023-10-11 10:58:00,USA,Loreal,Beauty,255.45,Home,22299,event,,,,22299,22299,255.45,True,False,False,False
31,95,15.0,click,2023-06-23 14:58:00,2023-07-31 15:13:00,India,Gucci,Health,235.03,Home,22299,event,,,,22299,22299,235.03,False,True,False,False
185,6,9.0,purchase,2023-03-05 17:54:00,2023-08-20 10:04:00,France,Nike,Home,86.7,Electronics,74385,event,,,,74385,74385,86.7,False,False,False,True
50,58,31.0,purchase,2023-02-16 02:25:00,2023-11-05 17:17:00,Germany,Loreal,Food,42.62,Beauty,6075,event,,,,6075,6075,42.62,False,False,False,True
81,74,10.0,view,2023-07-13 03:51:00,2023-01-18 19:06:00,Australia,H&M,Toys,412.05,Health,54264,event,,,,54264,54264,412.05,True,False,False,False
31,84,30.0,purchase,2023-10-17 10:07:00,2023-07-31 15:13:00,India,IKEA,Automotive,405.06,Sports,51140,event,,,,51140,51140,405.06,False,False,False,True
191,25,48.0,click,2023-11-09 17:52:00,2023-05-01 11:00:00,Canada,Lego,Electronics,129.87,Fashion,47025,event,,,,47025,47025,129.87,False,True,False,False
138,42,39.0,click,2023-07-01 21:37:00,2023-12-21 15:02:00,Australia,IKEA,Food,112.89,Beauty,30219,event,,,,30219,30219,112.89,False,True,False,False
196,78,24.0,add_to_cart,2023-09-02 20:42:00,2023-10-12 14:49:00,Germany,Samsung,Food,415.21,Toys,97345,event,,,,97345,97345,415.21,False,False,True,False
177,61,27.0,click,2023-06-06 16:19:00,2023-04-03 03:08:00,Brazil,Samsung,Home,55.44,Fashion,21866,event,,,,21866,21866,55.44,False,True,False,False
48,65,45.0,add_to_cart,2023-10-06 03:16:00,2023-03-25 14:52:00,Germany,Sony,Health,64.92,Beauty,37517,event,,,,37517,37517,64.92,False,False,True,False
50,20,36.0,view,2023-01-14 21:58:00,2023-11-05 17:17:00,Germany,Toyota,Food,166.79,Fashion,46830,event,,,,46830,46830,166.79,True,False,False,False
56,8,31.0,add_to_cart,2023-05-08 08:50:00,2023-11-26 03:13:00,Japan,Toyota,Beauty,68.18,Beauty,6075,event,,,,6075,6075,68.18,False,False,True,False
190,58,49.0,add_to_cart,2023-02-08 05:58:00,2023-01-12 07:02:00,Japan,Loreal,Food,42.62,Sports,85080,event,,,,85080,85080,42.62,False,False,True,False
124,14,35.0,view,2023-01-01 01:34:00,2023-06-05 22:32:00,China,Lego,Electronics,323.16,Health,52,event,,,,52,52,323.16,True,False,False,False
71,44,43.0,add_to_cart,2023-11-17 18:01:00,2023-11-19 02:36:00,Germany,IKEA,Health,0.0,Automotive,53227,event,,,,53227,53227,,False,False,True,False
186,92,14.0,click,2023-05-02 07:12:00,2023-01-07 18:32:00,Japan,Zara,Toys,47.9,Automotive,32029,event,,,,32029,32029,47.9,False,True,False,False
151,11,49.0,view,2023-04-11 11:57:00,2023-02-25 11:39:00,Canada,Gucci,Home,200.04,Sports,85080,event,,,,85080,85080,200.04,True,False,False,False
195,65,16.0,purchase,2023-08-23 15:34:00,2023-09-22 18:00:00,Australia,Sony,Health,64.92,Books,24206,event,,,,24206,24206,64.92,False,False,False,True
135,83,44.0,add_to_cart,2023-08-29 10:06:00,2023-04-14 23:31:00,Japan,Sony,Toys,138.69,Health,52,event,,,,52,52,138.69,False,False,True,False
153,23,49.0,click,2023-05-09 14:17:00,2023-02-24 05:26:00,Australia,Nike,Beauty,377.24,Sports,85080,event,,,,85080,85080,377.24,False,True,False,False
73,6,39.0,purchase,2023-04-29 07:03:00,2023-08-29 05:01:00,,Nike,Home,86.7,Beauty,30219,event,,,,30219,30219,86.7,False,False,False,True
26,32,6.0,view,2023-12-12 16:26:00,2023-06-08 23:10:00,India,Gucci,Health,391.71,Beauty,88416,event,,,,88416,88416,391.71,True,False,False,False
50,91,34.0,view,2023-07-17 10:03:00,2023-11-05 17:17:00,Germany,Nestle,Sports,416.21,Toys,27158,event,,,,27158,27158,416.21,True,False,False,False
76,57,29.0,view,2023-07-08 09:19:00,2023-05-21 10:40:00,Australia,Gucci,Sports,358.93,Beauty,15168,event,,,,15168,15168,358.93,True,False,False,False
59,57,34.0,click,2023-03-22 07:59:00,2023-04-13 17:30:00,Germany,Gucci,Sports,358.93,Toys,27158,event,,,,27158,27158,358.93,False,True,False,False
93,68,46.0,purchase,2023-12-09 05:16:00,2023-06-26 02:05:00,Brazil,Apple,Beauty,176.87,Toys,10099,event,,,,10099,10099,176.87,False,False,False,True
46,67,24.0,view,2023-09-18 18:35:00,2023-04-18 21:56:00,Canada,AmazonBasics,Beauty,392.4,Toys,97345,event,,,,97345,97345,392.4,True,False,False,False
78,79,5.0,click,2023-06-27 04:09:00,2023-03-16 16:15:00,,Lego,Toys,355.12,Electronics,33706,event,,,,33706,33706,355.12,False,True,False,False
4,21,37.0,click,2023-05-13 08:59:00,2023-10-15 23:45:00,China,Samsung,Toys,381.81,Electronics,41001,event,,,,41001,41001,381.81,False,True,False,False
182,47,8.0,purchase,2023-05-22 02:35:00,2023-01-25 16:07:00,France,Adidas,Food,375.22,Electronics,52,event,,,,52,52,375.22,False,False,False,True
137,48,4.0,view,2023-11-17 12:27:00,2023-03-23 22:30:00,China,Gucci,Beauty,61.69,Sports,90399,event,,,,90399,90399,61.69,True,False,False,False
33,37,36.0,view,2023-01-22 01:52:00,2023-03-27 14:39:00,Canada,IKEA,Food,15.09,Fashion,46830,event,,,,46830,46830,15.09,True,False,False,False
71,50,33.0,add_to_cart,2023-11-14 03:09:00,2023-11-19 02:36:00,Germany,Loreal,Food,482.54,Health,30154,event,,,,30154,30154,482.54,False,False,True,False
12,53,13.0,view,2023-03-28 13:44:00,2023-10-15 15:31:00,USA,Sony,Sports,159.42,Sports,21257,event,,,,21257,21257,159.42,True,False,False,False
14,100,37.0,purchase,2023-11-24 21:36:00,2023-07-31 19:11:00,Australia,Pfizer,Sports,95.01,Electronics,41001,event,,,,41001,41001,95.01,False,False,False,True
142,44,35.0,click,2023-06-26 11:52:00,2023-03-05 05:00:00,France,IKEA,Health,0.0,Health,52,event,,,,52,52,,False,True,False,False
75,87,10.0,purchase,2023-09-05 22:12:00,2023-01-12 15:41:00,USA,Nestle,Toys,220.61,Health,54264,event,,,,54264,54264,220.61,False,False,False,True
179,77,11.0,view,2023-06-08 12:59:00,2023-09-22 06:32:00,Germany,Loreal,Health,319.61,Beauty,82351,event,,,,82351,82351,319.61,True,False,False,False
33,7,21.0,click,2023-10-26 00:50:00,2023-03-27 14:39:00,Canada,Adidas,Home,236.36,Sports,44540,event,,,,44540,44540,236.36,False,True,False,False
164,81,34.0,purchase,2023-08-29 16:33:00,2023-05-06 02:40:00,China,Toyota,Home,368.23,Toys,27158,event,,,,27158,27158,368.23,False,False,False,True
193,83,29.0,view,2023-08-21 23:57:00,2023-07-10 21:36:00,USA,Sony,Toys,138.69,Beauty,15168,event,,,,15168,15168,138.69,True,False,False,False
126,43,8.0,view,2023-03-07 17:55:00,2023-10-26 09:12:00,Japan,Toyota,Automotive,351.24,Electronics,52,event,,,,52,52,351.24,True,False,False,False
27,9,44.0,view,2023-06-10 07:44:00,2023-03-19 05:18:00,USA,Lego,Fashion,313.02,Health,52,event,,,,52,52,313.02,True,False,False,False
4,43,14.0,add_to_cart,2023-09-13 05:14:00,2023-10-15 23:45:00,China,Toyota,Automotive,351.24,Automotive,32029,event,,,,32029,32029,351.24,False,False,True,False
147,13,46.0,add_to_cart,2023-05-22 02:09:00,2023-10-12 13:50:00,India,IKEA,Automotive,18.42,Toys,10099,event,,,,10099,10099,18.42,False,False,True,False
73,72,38.0,add_to_cart,2023-06-10 00:47:00,2023-08-29 05:01:00,,Lego,Home,173.91,Electronics,30831,event,,,,30831,30831,173.91,False,False,True,False
121,87,32.0,click,2023-06-25 17:54:00,2023-05-08 07:08:00,USA,Nestle,Toys,220.61,Food,62694,event,,,,62694,62694,220.61,False,True,False,False
123,50,6.0,purchase,2023-02-14 06:46:00,2023-09-23 21:04:00,UK,Loreal,Food,482.54,Beauty,88416,event,,,,88416,88416,482.54,False,False,False,True
113,37,33.0,click,2023-07-02 20:10:00,2023-06-04 01:48:00,,IKEA,Food,15.09,Health,30154,event,,,,30154,30154,15.09,False,True,False,False
88,33,29.0,click,2023-10-22 21:22:00,2023-01-04 09:46:00,China,Gucci,Home,327.62,Beauty,15168,event,,,,15168,15168,327.62,False,True,False,False
48,93,4.0,view,2023-09-13 21:29:00,2023-03-25 14:52:00,Germany,AmazonBasics,Toys,441.41,Sports,90399,event,,,,90399,90399,441.41,True,False,False,False
14,85,30.0,view,2023-03-28 02:49:00,2023-07-31 19:11:00,Australia,Nestle,Fashion,271.4,Sports,51140,event,,,,51140,51140,271.4,True,False,False,False
65,78,9.0,click,2023-01-01 20:28:00,2023-02-18 11:27:00,Germany,Samsung,Food,415.21,Electronics,74385,event,,,,74385,74385,415.21,False,True,False,False
123,20,33.0,purchase,2023-05-13 13:40:00,2023-09-23 21:04:00,UK,Toyota,Food,166.79,Health,30154,event,,,,30154,30154,166.79,False,False,False,True
30,43,27.0,add_to_cart,2023-05-18 22:08:00,2023-09-30 08:49:00,Germany,Toyota,Automotive,351.24,Fashion,21866,event,,,,21866,21866,351.24,False,False,True,False
17,11,30.0,click,2023-11-19 07:04:00,2023-06-13 20:35:00,UK,Gucci,Home,200.04,Sports,51140,event,,,,51140,51140,200.04,False,True,False,False
103,75,37.0,click,2023-04-09 02:09:00,2023-09-30 13:26:00,Germany,Nike,Toys,57.24,Electronics,41001,event,,,,41001,41001,57.24,False,True,False,False
126,85,4.0,purchase,2023-07-11 15:43:00,2023-10-26 09:12:00,Japan,Nestle,Fashion,271.4,Sports,90399,event,,,,90399,90399,271.4,False,False,False,True
19,19,36.0,purchase,2023-04-24 09:29:00,2023-12-01 13:43:00,UK,AmazonBasics,Toys,109.77,Fashion,46830,event,,,,46830,46830,109.77,False,False,False,True
148,45,30.0,click,2023-01-08 16:50:00,2023-12-22 04:12:00,Brazil,Sony,Toys,88.06,Sports,51140,event,,,,51140,51140,88.06,False,True,False,False
162,40,44.0,view,2023-07-22 17:15:00,2023-12-15 16:18:00,USA,Sony,Automotive,336.38,Health,52,event,,,,52,52,336.38,True,False,False,False
176,84,20.0,view,2023-05-26 04:54:00,2023-01-09 16:13:00,Australia,IKEA,Automotive,405.06,Food,97542,event,,,,97542,97542,405.06,True,False,False,False
14,90,47.0,click,2023-09-30 16:00:00,2023-07-31 19:11:00,Australia,Pfizer,Books,426.6,Beauty,37585,event,,,,37585,37585,426.6,False,True,False,False
39,85,2.0,view,2023-11-02 06:59:00,2023-03-01 12:34:00,UK,Nestle,Fashion,271.4,Fashion,52,event,,,,52,52,271.4,True,False,False,False
39,51,26.0,purchase,2023-01-18 18:40:00,2023-03-01 12:34:00,UK,Pfizer,Sports,58.51,Fashion,35970,event,,,,35970,35970,58.51,False,False,False,True
145,17,17.0,add_to_cart,2023-12-15 07:30:00,2023-07-13 21:10:00,Canada,Adidas,Automotive,29.89,Home,55040,event,,,,55040,55040,29.89,False,False,True,False
78,77,1.0,purchase,2023-05-03 18:02:00,2023-03-16 16:15:00,,Loreal,Health,319.61,Health,6229,event,,,,6229,6229,319.61,False,False,False,True
22,91,48.0,add_to_cart,2023-11-07 05:42:00,2023-01-04 08:33:00,India,Nestle,Sports,416.21,Fashion,47025,event,,,,47025,47025,416.21,False,False,True,False
64,11,14.0,click,2023-02-24 13:04:00,2023-07-28 06:00:00,Australia,Gucci,Home,200.04,Automotive,32029,event,,,,32029,32029,200.04,False,True,False,False
31,40,38.0,click,2023-11-16 04:05:00,2023-07-31 15:13:00,India,Sony,Automotive,336.38,Electronics,30831,event,,,,30831,30831,336.38,False,True,False,False
143,72,5.0,add_to_cart,2023-06-10 09:34:00,2023-03-24 13:49:00,Germany,Lego,Home,173.91,Electronics,33706,event,,,,33706,33706,173.91,False,False,True,False
196,49,3.0,view,2023-10-16 08:42:00,2023-10-12 14:49:00,Germany,AmazonBasics,Food,410.55,Health,28535,event,,,,28535,28535,410.55,True,False,False,False
107,83,28.0,click,2023-08-10 05:25:00,2023-01-28 17:31:00,Japan,Sony,Toys,138.69,Books,92917,event,,,,92917,92917,138.69,False,True,False,False
218,43,23.0,add_to_cart,2023-08-06 22:07:00,,,Toyota,Automotive,351.24,Electronics,88806,event,,,,88806,88806,351.24,False,False,True,False
153,17,45.0,view,2023-11-02 12:57:00,2023-02-24 05:26:00,Australia,Adidas,Automotive,29.89,Beauty,37517,event,,,,37517,37517,29.89,True,False,False,False
159,86,5.0,add_to_cart,2023-09-04 18:08:00,2023-10-18 02:40:00,UK,Nestle,Automotive,244.33,Electronics,33706,event,,,,33706,33706,244.33,False,False,True,False
58,90,35.0,click,2023-08-26 05:33:00,2023-08-23 11:08:00,Germany,Pfizer,Books,426.6,Health,52,event,,,,52,52,426.6,False,True,False,False
199,95,4.0,click,2023-03-18 02:07:00,2023-04-14 14:59:00,UK,Gucci,Health,235.03,Sports,90399,event,,,,90399,90399,235.03,False,True,False,False
134,88,5.0,purchase,2023-03-14 20:01:00,2023-05-06 19:07:00,France,Sony,Food,366.86,Electronics,33706,event,,,,33706,33706,366.86,False,False,False,True
98,68,31.0,add_to_cart,2023-02-16 21:25:00,2023-05-24 18:20:00,USA,Apple,Beauty,176.87,Beauty,6075,event,,,,6075,6075,176.87,False,False,True,False
116,12,3.0,view,2023-12-28 06:14:00,2023-05-28 08:46:00,Australia,Zara,Food,284.37,Health,28535,event,,,,28535,28535,284.37,True,False,False,False
114,83,19.0,click,2023-11-27 23:01:00,2023-05-03 11:01:00,USA,Sony,Toys,138.69,Health,24509,event,,,,24509,24509,138.69,False,True,False,False
77,86,27.0,purchase,2023-02-06 14:03:00,2023-08-13 05:18:00,Germany,Nestle,Automotive,244.33,Fashion,21866,event,,,,21866,21866,244.33,False,False,False,True
151,55,12.0,purchase,2023-03-25 17:26:00,2023-02-25 11:39:00,Canada,IKEA,Food,479.3,Sports,99235,event,,,,99235,99235,479.3,False,False,False,True
110,66,50.0,view,2023-06-27 11:58:00,2023-08-03 11:07:00,UK,Gucci,Electronics,492.0,Books,67768,event,,,,67768,67768,492.0,True,False,False,False
79,47,9.0,click,2023-11-17 05:24:00,2023-01-10 15:05:00,Japan,Adidas,Food,375.22,Electronics,74385,event,,,,74385,74385,375.22,False,True,False,False
146,3,50.0,purchase,2023-10-31 11:21:00,2023-03-06 15:33:00,Australia,Apple,Electronics,171.38,Books,67768,event,,,,67768,67768,171.38,False,False,False,True
159,47,42.0,view,2023-03-16 00:19:00,2023-10-18 02:40:00,UK,Adidas,Food,375.22,Books,26313,event,,,,26313,26313,375.22,True,False,False,False
16,40,47.0,view,2023-06-10 08:56:00,2023-08-18 07:47:00,Germany,Sony,Automotive,336.38,Beauty,37585,event,,,,37585,37585,336.38,True,False,False,False
157,24,42.0,add_to_cart,2023-12-05 05:46:00,2023-07-29 07:37:00,,Gucci,Fashion,416.8,Books,26313,event,,,,26313,26313,416.8,False,False,True,False
190,28,27.0,add_to_cart,2023-11-02 20:26:00,2023-01-12 07:02:00,Japan,AmazonBasics,Beauty,0.0,Fashion,21866,event,,,,21866,21866,,False,False,True,False
26,44,24.0,click,2023-10-22 01:08:00,2023-06-08 23:10:00,India,IKEA,Health,0.0,Toys,97345,event,,,,97345,97345,,False,True,False,False
196,99,25.0,purchase,2023-10-06 23:08:00,2023-10-12 14:49:00,Germany,Loreal,Home,426.22,Sports,33527,event,,,,33527,33527,426.22,False,False,False,True
54,63,29.0,purchase,2023-01-19 01:24:00,2023-07-02 13:27:00,Japan,Sony,Books,425.9,Beauty,15168,event,,,,15168,15168,425.9,False,False,False,True
161,25,25.0,add_to_cart,2023-12-26 20:47:00,2023-06-16 09:17:00,Canada,Lego,Electronics,129.87,Sports,33527,event,,,,33527,33527,129.87,False,False,True,False
55,29,25.0,click,2023-03-09 22:13:00,2023-05-20 09:55:00,Australia,Zara,Health,499.95,Sports,33527,event,,,,33527,33527,499.95,False,True,False,False
68,18,6.0,purchase,2023-11-22 05:45:00,2023-01-31 14:28:00,India,Lego,Home,192.66,Beauty,88416,event,,,,88416,88416,192.66,False,False,False,True
170,20,44.0,view,2023-09-19 00:48:00,2023-05-02 07:20:00,India,Toyota,Food,166.79,Health,52,event,,,,52,52,166.79,True,False,False,False
21,10,43.0,view,2023-08-17 16:07:00,2023-03-26 21:51:00,Australia,IKEA,Fashion,18.35,Automotive,53227,event,,,,53227,53227,18.35,True,False,False,False
41,38,35.0,view,2023-02-17 20:29:00,2023-09-11 22:46:00,,Lego,Health,80.43,Health,52,event,,,,52,52,80.43,True,False,False,False
62,13,9.0,view,2023-10-27 20:54:00,2023-11-10 09:35:00,India,IKEA,Automotive,18.42,Electronics,74385,event,,,,74385,74385,18.42,True,False,False,False
45,65,42.0,add_to_cart,2023-12-13 07:45:00,2023-05-13 03:21:00,Australia,Sony,Health,64.92,Books,26313,event,,,,26313,26313,64.92,False,False,True,False
142,99,23.0,click,2023-06-24 23:00:00,2023-03-05 05:00:00,France,Loreal,Home,426.22,Electronics,88806,event,,,,88806,88806,426.22,False,True,False,False
20,70,8.0,view,2023-06-27 15:09:00,2023-06-02 09:18:00,Australia,Toyota,Toys,188.43,Electronics,52,event,,,,52,52,188.43,True,False,False,False
41,95,12.0,view,2023-09-13 17:15:00,2023-09-11 22:46:00,,Gucci,Health,235.03,Sports,99235,event,,,,99235,99235,235.03,True,False,False,False
1,68,35.0,purchase,2023-08-17 20:49:00,2023-06-09 07:53:00,Brazil,Apple,Beauty,176.87,Health,52,event,,,,52,52,176.87,False,False,False,True
105,5,26.0,add_to_cart,2023-07-15 19:27:00,2023-09-23 11:07:00,Germany,Loreal,Sports,205.14,Fashion,35970,event,,,,35970,35970,205.14,False,False,True,False
116,85,34.0,purchase,2023-02-22 06:53:00,2023-05-28 08:46:00,Australia,Nestle,Fashion,271.4,Toys,27158,event,,,,27158,27158,271.4,False,False,False,True
177,44,9.0,purchase,2023-07-13 17:25:00,2023-04-03 03:08:00,Brazil,IKEA,Health,0.0,Electronics,74385,event,,,,74385,74385,,False,False,False,True
153,99,47.0,purchase,2023-02-01 16:25:00,2023-02-24 05:26:00,Australia,Loreal,Home,426.22,Beauty,37585,event,,,,37585,37585,426.22,False,False,False,True
121,80,15.0,view,2023-07-25 23:21:00,2023-05-08 07:08:00,USA,Zara,Fashion,220.57,Home,22299,event,,,,22299,22299,220.57,True,False,False,False
75,17,1.0,click,2023-10-13 22:00:00,2023-01-12 15:41:00,USA,Adidas,Automotive,29.89,Health,6229,event,,,,6229,6229,29.89,False,True,False,False
9,77,49.0,add_to_cart,2023-01-19 20:43:00,2023-10-14 00:24:00,Australia,Loreal,Health,319.61,Sports,85080,event,,,,85080,85080,319.61,False,False,True,False
60,49,2.0,view,2023-03-08 20:26:00,2023-10-11 10:58:00,USA,AmazonBasics,Food,410.55,Fashion,52,event,,,,52,52,410.55,True,False,False,False
74,20,20.0,add_to_cart,2023-12-30 05:42:00,2023-10-12 21:00:00,Brazil,Toyota,Food,166.79,Food,97542,event,,,,97542,97542,166.79,False,False,True,False
181,21,30.0,view,2023-06-18 02:05:00,2023-08-20 14:56:00,,Samsung,Toys,381.81,Sports,51140,event,,,,51140,51140,381.81,True,False,False,False
73,24,44.0,click,2023-11-22 18:19:00,2023-08-29 05:01:00,,Gucci,Fashion,416.8,Health,52,event,,,,52,52,416.8,False,True,False,False
180,89,47.0,click,2023-08-16 05:43:00,2023-06-13 22:48:00,Brazil,Samsung,Fashion,137.86,Beauty,37585,event,,,,37585,37585,137.86,False,True,False,False
117,99,35.0,add_to_cart,2023-07-07 13:15:00,2023-04-15 20:05:00,USA,Loreal,Home,426.22,Health,52,event,,,,52,52,426.22,False,False,True,False
